"Statistic Label","Month","Residency","Expenditure Type","UNIT","VALUE"
"Mean Expenditure of Overnight Foreign Visitors","2024 May","All Residencies","Accommodation","Euro","437"
"Mean Expenditure of Overnight Foreign Visitors","2024 May","All Residencies","Day-to-Day Expenditure","Euro","480"
"Mean Expenditure of Overnight Foreign Visitors","2024 May","All Residencies","All Travel Expenditure","Euro","1303"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Great Britain (England, Scotland & Wales)","Fare","Euro","195"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Great Britain (England, Scotland & Wales)","Prepayments","Euro","28"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Great Britain (England, Scotland & Wales)","Accommodation","Euro","196"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","300"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","719"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Europe (3)","Fare","Euro","223"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Europe (3)","Prepayments","Euro","31"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Europe (3)","Accommodation","Euro","495"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Europe (3)","Day-to-Day Expenditure","Euro","513"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Europe (3)","All Travel Expenditure","Euro","1263"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","USA & Canada","Fare","Euro","815"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","USA & Canada","Prepayments","Euro","86"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","USA & Canada","Accommodation","Euro","717"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","USA & Canada","Day-to-Day Expenditure","Euro","715"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","USA & Canada","All Travel Expenditure","Euro","2333"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Residencies","Fare","Euro","814"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Residencies","Prepayments","Euro","30"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Residencies","Accommodation","Euro","531"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Residencies","Day-to-Day Expenditure","Euro","873"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","Other Residencies","All Travel Expenditure","Euro","2248"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","All Residencies","Fare","Euro","415"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","All Residencies","Prepayments","Euro","45"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","All Residencies","Accommodation","Euro","458"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","All Residencies","Day-to-Day Expenditure","Euro","519"
"Mean Expenditure of Overnight Foreign Visitors","2024 June","All Residencies","All Travel Expenditure","Euro","1437"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Great Britain (England, Scotland & Wales)","Fare","Euro","186"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Great Britain (England, Scotland & Wales)","Prepayments","Euro","24"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Great Britain (England, Scotland & Wales)","Accommodation","Euro","186"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","334"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","730"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Europe (3)","Fare","Euro","237"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Europe (3)","Prepayments","Euro","38"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Europe (3)","Accommodation","Euro","438"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Europe (3)","Day-to-Day Expenditure","Euro","469"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Europe (3)","All Travel Expenditure","Euro","1182"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","USA & Canada","Fare","Euro","822"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","USA & Canada","Prepayments","Euro","92"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","USA & Canada","Accommodation","Euro","707"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","USA & Canada","Day-to-Day Expenditure","Euro","688"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","USA & Canada","All Travel Expenditure","Euro","2309"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Residencies","Fare","Euro","801"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Residencies","Prepayments","Euro","43"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Residencies","Accommodation","Euro","465"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Residencies","Day-to-Day Expenditure","Euro","959"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","Other Residencies","All Travel Expenditure","Euro","2268"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","All Residencies","Fare","Euro","411"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","All Residencies","Prepayments","Euro","48"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","All Residencies","Accommodation","Euro","430"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","All Residencies","Day-to-Day Expenditure","Euro","514"
"Mean Expenditure of Overnight Foreign Visitors","2024 July","All Residencies","All Travel Expenditure","Euro","1403"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Great Britain (England, Scotland & Wales)","Fare","Euro","182"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Great Britain (England, Scotland & Wales)","Prepayments","Euro","32"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Great Britain (England, Scotland & Wales)","Accommodation","Euro","182"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","397"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","793"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Europe (3)","Fare","Euro","248"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Europe (3)","Prepayments","Euro","70"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Europe (3)","Accommodation","Euro","496"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Europe (3)","Day-to-Day Expenditure","Euro","572"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Europe (3)","All Travel Expenditure","Euro","1386"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","USA & Canada","Fare","Euro","787"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","USA & Canada","Prepayments","Euro","139"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","USA & Canada","Accommodation","Euro","776"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","USA & Canada","Day-to-Day Expenditure","Euro","761"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","USA & Canada","All Travel Expenditure","Euro","2464"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Residencies","Fare","Euro","587"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Residencies","Prepayments","Euro","48"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Residencies","Accommodation","Euro","351"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Residencies","Day-to-Day Expenditure","Euro","828"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","Other Residencies","All Travel Expenditure","Euro","1814"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","All Residencies","Fare","Euro","363"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","All Residencies","Prepayments","Euro","70"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","All Residencies","Accommodation","Euro","437"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","All Residencies","Day-to-Day Expenditure","Euro","566"
"Mean Expenditure of Overnight Foreign Visitors","2024 August","All Residencies","All Travel Expenditure","Euro","1437"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Great Britain (England, Scotland & Wales)","Fare","Euro","176"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Great Britain (England, Scotland & Wales)","Prepayments","Euro","66"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Great Britain (England, Scotland & Wales)","Accommodation","Euro","236"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","334"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","812"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Europe (3)","Fare","Euro","236"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Europe (3)","Prepayments","Euro","49"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Europe (3)","Accommodation","Euro","482"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Europe (3)","Day-to-Day Expenditure","Euro","520"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Europe (3)","All Travel Expenditure","Euro","1287"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","USA & Canada","Fare","Euro","828"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","USA & Canada","Prepayments","Euro","154"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","USA & Canada","Accommodation","Euro","896"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","USA & Canada","Day-to-Day Expenditure","Euro","760"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","USA & Canada","All Travel Expenditure","Euro","2638"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Residencies","Fare","Euro","624"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Residencies","Prepayments","Euro","39"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Residencies","Accommodation","Euro","530"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Residencies","Day-to-Day Expenditure","Euro","1017"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","Other Residencies","All Travel Expenditure","Euro","2209"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","All Residencies","Fare","Euro","413"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","All Residencies","Prepayments","Euro","84"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","All Residencies","Accommodation","Euro","525"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","All Residencies","Day-to-Day Expenditure","Euro","562"
"Mean Expenditure of Overnight Foreign Visitors","2024 September","All Residencies","All Travel Expenditure","Euro","1584"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Great Britain (England, Scotland & Wales)","Fare","Euro","166"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Great Britain (England, Scotland & Wales)","Prepayments","Euro","15"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Great Britain (England, Scotland & Wales)","Accommodation","Euro","179"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","282"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","642"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Other Europe (3)","Fare","Euro","188"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Other Europe (3)","Prepayments","Euro","28"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Other Europe (3)","Accommodation","Euro","404"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Other Europe (3)","Day-to-Day Expenditure","Euro","458"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","Other Europe (3)","All Travel Expenditure","Euro","1078"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","USA & Canada","Fare","Euro","702"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","USA & Canada","Prepayments","Euro","105"
"Mean Expenditure of Overnight Foreign Visitors","2024 October","USA & Canada","Accommodation","Euro","843"
